# Week 2 crawl of live Wikipedia, 2026-09-08. Edge A -> B when the article of A links to the article of B; both in data/week2_nodes.tsv. 602 nodes, 4082 edges.
source	target
Cloak_and_Dagger_(characters)	Norman_Osborn
Cloak_and_Dagger_(characters)	Robbie_Baldwin
Cloak_and_Dagger_(characters)	Romulus_(comics)
Cloak_and_Dagger_(characters)	Shang-Chi
Cloak_and_Dagger_(characters)	Shriek_(character)
Cloak_and_Dagger_(characters)	Silvermane
Cloak_and_Dagger_(characters)	Spider-Man
Cloak_and_Dagger_(characters)	Thanos
Cobra_(Marvel_Comics)	Eel_(Marvel_Comics)
Cobra_(Marvel_Comics)	Human_Torch_(android)
Cobra_(Marvel_Comics)	Luke_Cage
Cobra_(Marvel_Comics)	Mac_Gargan
Cobra_(Marvel_Comics)	Mister_Hyde_(Marvel_Comics)
Cobra_(Marvel_Comics)	Moon_Knight
Cobra_(Marvel_Comics)	Nomad_(Marvel_Comics)
Cobra_(Marvel_Comics)	Sidewinder_(character)
Cobra_(Marvel_Comics)	Sin_(Marvel_Comics)
Cobra_(Marvel_Comics)	Spider-Man
Cobra_(Marvel_Comics)	Tarantula_(Marvel_Comics)
Cobra_(Marvel_Comics)	Toro_(character)
Cobra_(Marvel_Comics)	Wolverine_(character)
Cockroach_Hamilton	Alex_Wilder
Cockroach_Hamilton	Black_Mariah
Cockroach_Hamilton	Luke_Cage
Cockroach_Hamilton	Power_Man_(Victor_Alvarez)
Coldblood	Beyonder
Coldblood	Darkhawk
Coldblood	Deathlok
Coldblood	Dracula_(Marvel_Comics)
Condor_(comics)	Bird-Brain_(Marvel_Comics)
Condor_(comics)	Blastaar
Condor_(comics)	Diamondhead_(comics)
Condor_(comics)	Nova_(Richard_Rider)
Condor_(comics)	Powerhouse_(Marvel_Comics)
Condor_(comics)	Red_Raven_(Marvel_Comics)
Condor_(comics)	Sphinx_(Marvel_Comics)
Condor_(comics)	Star-Lord
Controller_(Marvel_Comics)	Blood_Brothers_(comics)
Controller_(Marvel_Comics)	Hercules_(Marvel_Comics)
Controller_(Marvel_Comics)	Thanos
Copperhead_(Marvel_Comics)	Cobra_(Marvel_Comics)
Copperhead_(Marvel_Comics)	Human_Fly_(character)
Copperhead_(Marvel_Comics)	Nova_(Richard_Rider)
Copperhead_(Marvel_Comics)	Sidewinder_(character)
Copperhead_(Marvel_Comics)	Spider-Man
Cottonmouth_(Burchell_Clemens)	Porcupine_(character)
Cottonmouth_(Burchell_Clemens)	Sidewinder_(character)
Cottonmouth_(Cornell_Stokes)	Alex_Wilder
Cottonmouth_(Cornell_Stokes)	Diamondback_(Willis_Stryker)
Cottonmouth_(Cornell_Stokes)	Luke_Cage
Cottonmouth_(Cornell_Stokes)	Mayday_Parker
Cottonmouth_(Cornell_Stokes)	Power_Man_(Victor_Alvarez)
Cottonmouth_(Cornell_Stokes)	Tombstone_(character)
Crane_Mother	Hulk
Crane_Mother	Iron_Fist_(character)
Crane_Mother	Lei_Kung_(character)
Crane_Mother	Steel_Serpent
Crippler_(character)	Baron_Strucker
Crippler_(character)	Deathlok
Crippler_(character)	Eddie_Brock
Crippler_(character)	Human_Torch
Crippler_(character)	Stingray_(Marvel_Comics)
Cyber_(Marvel_Comics)	Abraham_Cornelius
Cyber_(Marvel_Comics)	Black_Marvel
Cyber_(Marvel_Comics)	Hornet_(comics)
Cyber_(Marvel_Comics)	Ogun_(comics)
Cyber_(Marvel_Comics)	Ricochet_(comics)
Cyber_(Marvel_Comics)	Romulus_(comics)
Cyber_(Marvel_Comics)	Tinkerer_(Marvel_Comics)
Cyber_(Marvel_Comics)	Wolverine_(character)
Cyclops_(Marvel_Comics)	Apocalypse_(character)
Cyclops_(Marvel_Comics)	Betsy_Braddock
Cyclops_(Marvel_Comics)	Cable_(character)
Cyclops_(Marvel_Comics)	Danger_Room
Cyclops_(Marvel_Comics)	Emma_Frost
Cyclops_(Marvel_Comics)	Jean_Grey
Cyclops_(Marvel_Comics)	Mister_Sinister
Cyclops_(Marvel_Comics)	Norman_Osborn
Cyclops_(Marvel_Comics)	Phoenix_Force
Cyclops_(Marvel_Comics)	Rachel_Summers
Cyclops_(Marvel_Comics)	Scarlet_Witch
Cyclops_(Marvel_Comics)	Storm_(Marvel_Comics)
Cyclops_(Marvel_Comics)	Vulcan_(Marvel_Comics)
Cyclops_(Marvel_Comics)	Wolverine_(character)
Cyclops_(Marvel_Comics)	Xorn
Daddy_Longlegs_(comics)	Bill_Foster_(character)
Daddy_Longlegs_(comics)	Locksmith_(comics)
Daddy_Longlegs_(comics)	Spider-Woman_(Jessica_Drew)
Damage_(Marvel_Comics)	Wolverine_(character)
Damon_Dran	Black_Widow_(Natasha_Romanova)
Danger_Room	Cyclops_(Marvel_Comics)
Danger_Room	Emma_Frost
Dargo_Ktor	Beta_Ray_Bill
Dargo_Ktor	Hercules_(Marvel_Comics)
Dargo_Ktor	Zarrko
Darkdevil	Mayday_Parker
Darkdevil	Zarathos
Darkhawk	Black_Bolt
Darkhawk	Blastaar
Darkhawk	Chase_Stein
Darkhawk	Cloak_and_Dagger_(characters)
Darkhawk	Jason_Macendale
Darkhawk	Nova_(Richard_Rider)
Darkhawk	Phil_Urich
Darkhawk	Quasar_(character)
Darkhawk	Ricochet_(comics)
Darkhawk	Sphinx_(Marvel_Comics)
Darkhawk	Spider-Man
Darkhawk	Thanos
Darkhawk	Tombstone_(character)
Darkhawk	Turbo_(comics)
Darkhawk	Ultron
Darkhawk	Wolverine_(character)
Deadpool	Agent_X_(Marvel_Comics)
Deadpool	Apocalypse_(character)
Deadpool	Beyonder
Deadpool	Black_Widow_(Natasha_Romanova)
Deadpool	Blade_(character)
Deadpool	Bob,_Agent_of_Hydra
Deadpool	Cable_(character)
Deadpool	Dracula_(Marvel_Comics)
Deadpool	Dragon_Lord_(character)
Deadpool	Elsa_Bloodstone
Deadpool	Ghost_Rider
Deadpool	Green_Goblin
Deadpool	Gwenpool
Deadpool	Hulk
Deadpool	Moon_Knight
Deadpool	Morbius
Deadpool	Nomad_(Marvel_Comics)
Deadpool	Norman_Osborn
Deadpool	Outlaw_(Marvel_Comics)
Deadpool	Psycho-Man
Deadpool	Rocket_Raccoon
Deadpool	She-Hulk
Deadpool	Spider-Man
Deadpool	T-Ray_(comics)
Deadpool	Thanos
Deadpool	Thunderbolt_Ross
Deadpool	Venom_(character)
Deadpool	Wolverine_(character)
Death-Stalker	Purple_Man
Deathbird	Apocalypse_(character)
Deathbird	Gladiator_(Kallark)
Deathbird	Jean_Grey
Deathbird	Living_Monolith
Deathbird	Ms._Marvel
Deathbird	Vulcan_(Marvel_Comics)
Deathlok	Abomination_(character)
Deathlok	Beyonder
Deathlok	Black_Panther_(character)
Deathlok	Iron_Man_2020
Deathlok	Mentallo
Deathlok	Quasar_(character)
Deathlok	Spider-Man
Deathlok	Ultimo_(Marvel_Comics)
Deathlok	Ultron
Debrii	Bill_Foster_(character)
Debrii	Gauntlet_(Joseph_Green)
Debrii	Norman_Osborn
Debrii	Ragnarok_(comics)
Debrii	She-Hulk
Debrii	Thor_Girl
Debrii	Vance_Astrovik
Delroy_Garrett	Batwing_(Marvel_Comics)
Delroy_Garrett	Deadpool
Delroy_Garrett	Equinox_(comics)
Delroy_Garrett	Marvel_Boy_(Robert_Grayson)
Delroy_Garrett	Thor_Girl
Desak	Beta_Ray_Bill
Desak	Gorr_the_God_Butcher
Desak	Hercules_(Marvel_Comics)
Desak	Thor_Girl
Desak	Zarrko
Detroit_Steel	War_Machine
Devil_Dinosaur	Deadpool
Devil_Dinosaur	Doctor_Strange
Devil_Dinosaur	Ghost_Rider_(Danny_Ketch)
Devil_Dinosaur	Hank_Pym
Devil_Dinosaur	Hulk
Devil_Dinosaur	Karnak_(character)
Devil_Dinosaur	Mister_Hyde_(Marvel_Comics)
Devil_Dinosaur	Mole_Man
Devil_Dinosaur	Paladin_(comics)
Devil_Dinosaur	Spider-Man
Devil_Hulk	Hulk
Devil_Hulk	John_Ryker
Devil_Hulk	Leader_(character)
Devil_Hulk	Venom_(character)
Devos_the_Devastator	Steel_Serpent
Devos_the_Devastator	Talos_the_Untamed
Diamondback_(Willis_Stryker)	Iron_Fist_(character)
Diamondback_(Willis_Stryker)	Jessica_Jones
Diamondback_(Willis_Stryker)	Luke_Cage
Diamondback_(Willis_Stryker)	Spider-Woman_(Jessica_Drew)
Diamondhead_(comics)	Condor_(comics)
Diamondhead_(comics)	Nova_(Richard_Rider)
Diamondhead_(comics)	Powerhouse_(Marvel_Comics)
Diamondhead_(comics)	Quasar_(character)
Diamondhead_(comics)	Rom_the_Space_Knight
Diamondhead_(comics)	She-Hulk
Diamondhead_(comics)	Sphinx_(Marvel_Comics)
Digitek_(character)	Deathlok
Doctor_Druid	Doctor_Strange
Doctor_Druid	Dracula_(Marvel_Comics)
Doctor_Druid	Emma_Frost
Doctor_Druid	Hulk
Doctor_Druid	Man-Thing
Doctor_Faustus_(character)	Black_Widow_(Natasha_Romanova)
Doctor_Faustus_(character)	Karla_Sofen
Doctor_Faustus_(character)	Maker_(character)
Doctor_Faustus_(character)	Ms._Marvel
Doctor_Faustus_(character)	Peggy_Carter
Doctor_Faustus_(character)	Spider-Man
Doctor_Faustus_(character)	William_Burnside_(character)
Doctor_Nemesis	Bill_Foster_(character)
Doctor_Nemesis	Black_Panther_(character)
Doctor_Nemesis	Cyclops_(Marvel_Comics)
Doctor_Nemesis	Emma_Frost
Doctor_Nemesis	Hank_Pym
Doctor_Nemesis	Human_Torch_(android)
Doctor_Nemesis	Jean_Grey
Doctor_Nemesis	Luke_Cage
Doctor_Nemesis	Mister_Sinister
Doctor_Nemesis	Norman_Osborn
Doctor_Nemesis	Sabretooth_(character)
Doctor_Nemesis	Spider-Man
Doctor_Spectrum	Black_Panther_(character)
Doctor_Spectrum	Doctor_Strange
Doctor_Spectrum	Hank_Pym
Doctor_Spectrum	Hyperion_(character)
Doctor_Spectrum	Jericho_Drumm
Doctor_Spectrum	Nebulon_(comics)
Doctor_Spectrum	Quasar_(character)
Doctor_Spectrum	Redstone_(comics)
Doctor_Strange	Adam_Warlock
Doctor_Strange	Black_Widow_(Natasha_Romanova)
Doctor_Strange	Captain_Universe
Doctor_Strange	Cloak_and_Dagger_(characters)
Doctor_Strange	Deadpool
Doctor_Strange	Dweller-in-Darkness
Doctor_Strange	Gwenpool
Doctor_Strange	Hulk
Doctor_Strange	Human_Torch
Doctor_Strange	Jericho_Drumm
Doctor_Strange	Kaluu
Doctor_Strange	Luke_Cage
Doctor_Strange	Maestro_(character)
Doctor_Strange	Man-Thing
Doctor_Strange	Marduk_Kurios
Doctor_Strange	Moon_Knight
Doctor_Strange	Rocket_Raccoon
Doctor_Strange	Scarlet_Witch
Doctor_Strange	Sentry_(Robert_Reynolds)
Doctor_Strange	Spider-Man
Doctor_Strange	Star-Lord
Doctor_Strange	Super-Skrull
Doctor_Strange	Thanos
Doctor_Strange	Ultron
Doctor_Strange	Varnae
Dogpool	Deadpool
Doom_2099	Black_Panther_(character)
Doom_2099	Cable_(character)
Doom_2099	Cloak_and_Dagger_(characters)
Doom_2099	Deathlok
Doom_2099	Doctor_Strange
Doom_2099	Hulk_2099
Doom_2099	Maestro_(character)
Doom_2099	Rachel_Summers
Doom_2099	Ravage_2099
Doom_2099	Ultron
Doom_2099	Wolverine_(character)
Doomsday_Man	Anya_Corazon
Doomsday_Man	Ms._Marvel
Doppelganger_(Marvel_Comics)	Adam_Warlock
Doppelganger_(Marvel_Comics)	Carrion_(comics)
Doppelganger_(Marvel_Comics)	Deadpool
Doppelganger_(Marvel_Comics)	Ghost_Rider_(Danny_Ketch)
Doppelganger_(Marvel_Comics)	Ghost_Rider_(Johnny_Blaze)
Doppelganger_(Marvel_Comics)	Jason_Macendale
Doppelganger_(Marvel_Comics)	Quasar_(character)
Doppelganger_(Marvel_Comics)	Shriek_(character)
Doppelganger_(Marvel_Comics)	Spider-Man
Doppelganger_(Marvel_Comics)	Venom_(character)
Dracula_(Marvel_Comics)	Apocalypse_(character)
Dracula_(Marvel_Comics)	Blade_(character)
Dracula_(Marvel_Comics)	Cyclops_(Marvel_Comics)
Dracula_(Marvel_Comics)	Deadpool
Dracula_(Marvel_Comics)	Doctor_Strange
Dracula_(Marvel_Comics)	Frankenstein's_Monster_(Marvel_Comics)
Dracula_(Marvel_Comics)	Hulk
Dracula_(Marvel_Comics)	Jubilee_(character)
Dracula_(Marvel_Comics)	Killpower
Dracula_(Marvel_Comics)	Morbius
Dracula_(Marvel_Comics)	Solomon_Kane_(comics)
Dracula_(Marvel_Comics)	Spitfire_(character)
Dracula_(Marvel_Comics)	Storm_(Marvel_Comics)
Dracula_(Marvel_Comics)	Varnae
Dracula_(Marvel_Comics)	Wolverine_(character)
Dragon_Lord_(character)	Delroy_Garrett
Dreadknight	Black_Knight_(Marvel_Comics)
Dreadknight	Black_Knight_(Nathan_Garrett)
Dreadknight	Frankenstein's_Monster_(Marvel_Comics)
Dreadknight	Iron_Man_(Ultimate_Marvel_character)
Dreadknight	Spider-Man
Dreadnought_(comics)	Ultron
Dreadnought_(comics)	Union_Jack_(Joseph_Chapman)
Dreadnought_(comics)	Union_Jack_(Marvel_Comics)
Dusk_(comics)	Anya_Corazon
Dusk_(comics)	Black_Marvel
Dusk_(comics)	Blastaar
Dusk_(comics)	Cyber_(Marvel_Comics)
Dusk_(comics)	Hornet_(comics)
Dusk_(comics)	Ms._Marvel
Dusk_(comics)	Norman_Osborn
Dusk_(comics)	Puppet_Master_(Marvel_Comics)
Dusk_(comics)	Ricochet_(comics)
Dusk_(comics)	Spider-Man
Dweller-in-Darkness	Black_Widow_(Natasha_Romanova)
Dweller-in-Darkness	Doctor_Strange
Dweller-in-Darkness	Hercules_(Marvel_Comics)
Dweller-in-Darkness	Mister_Fear
Dweller-in-Darkness	Phoenix_Force
Dweller-in-Darkness	Straw_Man_(comics)
Eddie_Brock	Anne_Weying
Eddie_Brock	Black_Cat_(Marvel_Comics)
Eddie_Brock	Black_Widow_(Natasha_Romanova)
Eddie_Brock	Cloak_and_Dagger_(characters)
Eddie_Brock	Green_Goblin
Eddie_Brock	Hybrid_(Scott_Washington)
Eddie_Brock	Iron_Fist_(character)
Eddie_Brock	John_Jameson_(character)
Eddie_Brock	Mac_Gargan
Eddie_Brock	Maker_(character)
Eddie_Brock	Mister_Negative
Eddie_Brock	Morbius
Eddie_Brock	Mysterio
Eddie_Brock	Norman_Osborn
Eddie_Brock	Quasar_(character)
Eddie_Brock	Scarlet_Spider
Eddie_Brock	She-Hulk
Eddie_Brock	Shriek_(character)
Eddie_Brock	Silk_(character)
Eddie_Brock	Sleeper_(Marvel_Comics)
Eddie_Brock	Spider-Man
Eddie_Brock	Spider-Woman
Eddie_Brock	Spider-Woman_(Gwen_Stacy)
Eddie_Brock	Tinkerer_(Marvel_Comics)
Eddie_Brock	Venom_(character)
Eel_(Marvel_Comics)	Black_Cat_(Marvel_Comics)
Eel_(Marvel_Comics)	Ghost_Rider
Eel_(Marvel_Comics)	Gladiator_(Melvin_Potter)
Eel_(Marvel_Comics)	Human_Torch
Eel_(Marvel_Comics)	Iron_Fist_(character)
Eel_(Marvel_Comics)	Luke_Cage
Eel_(Marvel_Comics)	Mister_Fear
Eel_(Marvel_Comics)	Mister_Hyde_(Marvel_Comics)
Eel_(Marvel_Comics)	Mister_Negative
Eel_(Marvel_Comics)	Phil_Urich
Eel_(Marvel_Comics)	Porcupine_(character)
Eel_(Marvel_Comics)	Scarecrow_(Marvel_Comics)
Eel_(Marvel_Comics)	Sin_(Marvel_Comics)
Eel_(Marvel_Comics)	Stiletto_(comics)
Egghead_(Marvel_Comics)	Barney_Barton
Egghead_(Marvel_Comics)	Hank_Pym
Egghead_(Marvel_Comics)	Puppet_Master_(Marvel_Comics)
Ego_the_Living_Planet	Beta_Ray_Bill
Ego_the_Living_Planet	Firelord_(character)
Ego_the_Living_Planet	Hercules_(Marvel_Comics)
Ego_the_Living_Planet	Nova_(Richard_Rider)
Ego_the_Living_Planet	Quasar_(character)
Ego_the_Living_Planet	Rocket_Raccoon
Ego_the_Living_Planet	Rom_the_Space_Knight
Elsa_Bloodstone	Blade_(character)
Elsa_Bloodstone	Deadpool
Elsa_Bloodstone	Devil_Dinosaur
Elsa_Bloodstone	Fin_Fang_Foom
Elsa_Bloodstone	Ghost_Rider_(Johnny_Blaze)
Elsa_Bloodstone	Iron_Fist_(character)
Elsa_Bloodstone	Jericho_Drumm
Elsa_Bloodstone	Machine_Man
Elsa_Bloodstone	Man-Thing
Elsa_Bloodstone	Misty_Knight
Elsa_Bloodstone	Ulysses_Bloodstone
Elsa_Bloodstone	Wolverine_(character)
Emma_Frost	Anole_(character)
Emma_Frost	Apocalypse_(character)
Emma_Frost	Beyonder
Emma_Frost	Black_Bolt
Emma_Frost	Cable_(character)
Emma_Frost	Cloak_and_Dagger_(characters)
Emma_Frost	Cyclops_(Marvel_Comics)
Emma_Frost	Empath_(character)
Emma_Frost	Jean_Grey
Emma_Frost	Jessica_Jones
Emma_Frost	Jubilee_(character)
Emma_Frost	Michael_Pointer_(character)
Emma_Frost	Mister_Sinister
Emma_Frost	Norman_Osborn
Emma_Frost	Phoenix_Force
Emma_Frost	Rachel_Summers
Emma_Frost	Selene_(comics)
Emma_Frost	Sentry_(Robert_Reynolds)
Emma_Frost	Shang-Chi
Emma_Frost	Spider-Man
Emma_Frost	Storm_(Marvel_Comics)
Emma_Frost	Wolverine_(character)
Emma_Frost	Xorn
Empath_(character)	Cyclops_(Marvel_Comics)
Empath_(character)	Emma_Frost
Empath_(character)	Hellion_(character)
Empath_(character)	Mikhail_Rasputin
Emrys_Killebrew	Deadpool
Emrys_Killebrew	Wolverine_(character)
Enigma_(Marvel_Comics)	Spider-Man
Equinox_(comics)	Hank_Pym
Equinox_(comics)	Human_Torch
Equinox_(comics)	Spider-Man
Ethan_Edwards	Absorbing_Man
Ethan_Edwards	Spider-Man
Ethan_Edwards	Super-Skrull
Fabio_Medina	Cyclops_(Marvel_Comics)
Fabio_Medina	Phoenix_Force
Fabio_Medina	Spider-Man
Fabio_Medina	Tempus_(comics)
Fandral	Balder_the_Brave
Fandral	Beyonder
Fandral	Blastaar
Fandral	Ego_the_Living_Planet
Fandral	Hulk
Fandral	Ymir_(Marvel_Comics)
Fandral	Zarrko
Farley_Stillwell	Answer_(comics)
Farley_Stillwell	Human_Fly_(character)
Farley_Stillwell	Luke_Cage
Farley_Stillwell	Mac_Gargan
Farley_Stillwell	Spider-Man
Fin_Fang_Foom	Sentry_(Robert_Reynolds)
Fin_Fang_Foom	War_Machine
Firebird_(Marvel_Comics)	Awesome_Android
Firebird_(Marvel_Comics)	Bill_Foster_(character)
Firebird_(Marvel_Comics)	Black_Widow_(Natasha_Romanova)
Firebird_(Marvel_Comics)	Delroy_Garrett
Firebird_(Marvel_Comics)	Franklin_Richards_(character)
Firebird_(Marvel_Comics)	Hank_Pym
Firebird_(Marvel_Comics)	Hulk
Firebird_(Marvel_Comics)	Master_Pandemonium
Firebird_(Marvel_Comics)	Mockingbird_(Marvel_Comics)
Firebird_(Marvel_Comics)	Moon_Knight
Firebird_(Marvel_Comics)	Moondragon
Firebird_(Marvel_Comics)	Patsy_Walker
Firebird_(Marvel_Comics)	Ragnarok_(comics)
Firebird_(Marvel_Comics)	Scarlet_Spider
Firebrand_(Marvel_Comics)	Arabian_Knight_(character)
Firebrand_(Marvel_Comics)	Cloak_and_Dagger_(characters)
Firebrand_(Marvel_Comics)	Cobra_(Marvel_Comics)
Firebrand_(Marvel_Comics)	Deadpool
Firebrand_(Marvel_Comics)	Flying_Tiger_(Marvel_Comics)
Firebrand_(Marvel_Comics)	G._W._Bridge
Firebrand_(Marvel_Comics)	Living_Laser
Firebrand_(Marvel_Comics)	Mauler_(comics)
Firebrand_(Marvel_Comics)	Mister_Hyde_(Marvel_Comics)
Firebrand_(Marvel_Comics)	Vibro_(comics)
Firelord_(character)	Hercules_(Marvel_Comics)
Firelord_(character)	Morg
Firepower_(comics)	Guardsman_(character)
Firepower_(comics)	Iron_Man_(Ultimate_Marvel_character)
Firepower_(comics)	Iron_Monger
Firepower_(comics)	War_Machine
Flag-Smasher	Battlestar_(character)
Flag-Smasher	Cable_(character)
Flag-Smasher	Deadpool
Flag-Smasher	Ghost_Rider
Flag-Smasher	Moon_Knight
Flag-Smasher	Power_Broker_(character)
Flag-Smasher	Rikki_Barnes
Flag-Smasher	Venom_(character)
Flatman_(character)	Batroc_the_Leaper
Flatman_(character)	Hercules_(Marvel_Comics)
Flatman_(character)	Living_Lightning
Flatman_(character)	Mockingbird_(Marvel_Comics)
Flatman_(character)	Norman_Osborn
Flying_Tiger_(Marvel_Comics)	Eel_(Marvel_Comics)
Flying_Tiger_(Marvel_Comics)	Firebrand_(Marvel_Comics)
Flying_Tiger_(Marvel_Comics)	Spider-Man
Flying_Tiger_(Marvel_Comics)	Spider-Woman_(Jessica_Drew)
Flying_Tiger_(Marvel_Comics)	Tiger_Shark_(Marvel_Comics)
Flying_Tiger_(Marvel_Comics)	War_Machine
Force_(comics)	Blizzard_(Marvel_Comics)
Force_(comics)	Guardsman_(character)
Force_(comics)	Iron_Monger
Force_(comics)	Whiplash_(Marvel_Comics)
Forearm_(comics)	Cyclops_(Marvel_Comics)
Forearm_(comics)	Jean_Grey
Forearm_(comics)	Mister_Sinister
Forearm_(comics)	Rusty_Collins
Foreigner_(character)	Black_Cat_(Marvel_Comics)
Foreigner_(character)	Grizzly_(comics)
Foreigner_(character)	Hobgoblin_(Marvel_Comics)
Foreigner_(character)	Jason_Macendale
Foreigner_(character)	Peggy_Carter
Foreigner_(character)	Sabretooth_(character)
Foreigner_(character)	Sin_(Marvel_Comics)
Foreigner_(character)	Spider-Man
Foreigner_(character)	Wolverine_(character)
Frankenstein's_Monster_(Marvel_Comics)	Black_Knight_(Nathan_Garrett)
Frankenstein's_Monster_(Marvel_Comics)	Bucky_(Marvel_Comics)
Frankenstein's_Monster_(Marvel_Comics)	Dracula_(Marvel_Comics)
Frankenstein's_Monster_(Marvel_Comics)	Dreadknight
Frankenstein's_Monster_(Marvel_Comics)	Elsa_Bloodstone
Frankenstein's_Monster_(Marvel_Comics)	Ghost_Rider_(Johnny_Blaze)
Frankenstein's_Monster_(Marvel_Comics)	Human_Torch_(android)
Frankenstein's_Monster_(Marvel_Comics)	John_Jameson_(character)
Frankenstein's_Monster_(Marvel_Comics)	Man-Thing
Frankenstein's_Monster_(Marvel_Comics)	Mole_Man
Frankenstein's_Monster_(Marvel_Comics)	Psycho-Man
Frankenstein's_Monster_(Marvel_Comics)	She-Hulk
Frankenstein's_Monster_(Marvel_Comics)	Spider-Man
Frankenstein's_Monster_(Marvel_Comics)	Toro_(character)
Frankenstein's_Monster_(Marvel_Comics)	Ulysses_Bloodstone
Frankenstein's_Monster_(Marvel_Comics)	Werewolf_by_Night
Franklin_Richards_(character)	Human_Torch
Franklin_Richards_(character)	Master_Mold
Franklin_Richards_(character)	Nathaniel_Richards_(Marvel_Comics)
Franklin_Richards_(character)	Phoenix_Force
Franklin_Richards_(character)	Rachel_Summers
Franklin_Richards_(character)	Sphinx_(Marvel_Comics)
Franklin_Richards_(character)	Ultron
Frog-Man	Flag-Smasher
Frog-Man	Gargoyle_(comics)
Frog-Man	Human_Torch
Frog-Man	Jessica_Jones
Frog-Man	Leap-Frog_(comics)
Frog-Man	Spider-Man
Frog-Man	Steel_Spider
Frog-Man	Thor_Girl
Fury_(Marvel_Comics)	Rachel_Summers
Fury_(Marvel_Comics)	Storm_(Marvel_Comics)
G._W._Bridge	Cable_(character)
Gargoyle_(comics)	Frog-Man
Gargoyle_(comics)	Hulk
Gargoyle_(comics)	Leader_(character)
Gargoyle_(comics)	Moondragon
Gargoyle_(comics)	Patsy_Walker
Gargoyle_(comics)	War_Machine
Garokk	Cyclops_(Marvel_Comics)
Garokk	Doctor_Strange
Garokk	Storm_(Marvel_Comics)
Garrison_Kane	Apocalypse_(character)
Garrison_Kane	Box_(comics)
Garrison_Kane	Cable_(character)
Garrison_Kane	Cyber_(Marvel_Comics)
Garrison_Kane	Deadpool
Garrison_Kane	Malcolm_Colcord
Garrison_Kane	Nomad_(Marvel_Comics)
Garrison_Kane	Rachel_Summers
Garrison_Kane	Wolverine_(character)
Gauntlet_(Joseph_Green)	Hank_Pym
Gauntlet_(Joseph_Green)	Hulk
Gauntlet_(Joseph_Green)	Norman_Osborn
Gauntlet_(Joseph_Green)	She-Hulk
Gemini_(Marvel_Comics)	Scorpio_(Marvel_Comics)
Gemini_(Marvel_Comics)	Taurus_(Marvel_Comics)
Gemini_(Marvel_Comics)	Thanos
Genis-Vell	Captain_Marvel_(Marvel_Comics)
Genis-Vell	Hyperion_(character)
Genis-Vell	Maestro_(character)
Genis-Vell	Phyla-Vell
Genis-Vell	Purple_Man
Genis-Vell	Thanos
Gentleman_(character)	Mysterio
Gentleman_(character)	Spider-Man
Gentleman_(character)	Wolverine_(character)
Ghost_Rider	Ares_(Marvel_Comics)
Ghost_Rider	Beyonder
Ghost_Rider	Black_Panther_(character)
Ghost_Rider	Blade_(character)
Ghost_Rider	Caretaker_(comics)
Ghost_Rider	Deadpool
Ghost_Rider	Doctor_Strange
Ghost_Rider	Firelord_(character)
Ghost_Rider	Ghost_Rider_(Danny_Ketch)
Ghost_Rider	Ghost_Rider_(Johnny_Blaze)
Ghost_Rider	Hulk
Ghost_Rider	Jericho_Drumm
Ghost_Rider	Killraven
Ghost_Rider	Orb_(comics)
Ghost_Rider	Phoenix_Force
Ghost_Rider	Scarecrow_(Marvel_Comics)
Ghost_Rider	Spider-Man
Ghost_Rider	Star_Brand
Ghost_Rider	Thanos
Ghost_Rider	Wendigo_(comics)
Ghost_Rider	Zarathos
Ghost_Rider_(Danny_Ketch)	Blade_(character)
Ghost_Rider_(Danny_Ketch)	Ghost_Rider
Ghost_Rider_(Danny_Ketch)	Ghost_Rider_(Johnny_Blaze)
Ghost_Rider_(Danny_Ketch)	Hulk
Ghost_Rider_(Danny_Ketch)	Machine_Man
Ghost_Rider_(Danny_Ketch)	Spider-Man
Ghost_Rider_(Danny_Ketch)	Wolverine_(character)
Ghost_Rider_(Danny_Ketch)	Zarathos
Ghost_Rider_(Johnny_Blaze)	Caretaker_(comics)
Ghost_Rider_(Johnny_Blaze)	Doctor_Strange
Ghost_Rider_(Johnny_Blaze)	Ghost_Rider
Ghost_Rider_(Johnny_Blaze)	Ghost_Rider_(Danny_Ketch)
Ghost_Rider_(Johnny_Blaze)	Hulk
Ghost_Rider_(Johnny_Blaze)	Jason_Macendale
Ghost_Rider_(Johnny_Blaze)	Satana_(Marvel_Comics)
Ghost_Rider_(Johnny_Blaze)	Sin_(Marvel_Comics)
Ghost_Rider_(Johnny_Blaze)	Spider-Man
Ghost_Rider_(Johnny_Blaze)	Thunderbolt_Ross
Ghost_Rider_(Johnny_Blaze)	Venom_(character)
Ghost_Rider_(Johnny_Blaze)	Zarathos
Gideon_Mace	Luke_Cage
Giganto	Black_Panther_(character)
Giganto	Hercules_(Marvel_Comics)
Giganto	Human_Torch
Giganto	Human_Torch_(android)
Giganto	Kro_(character)
Giganto	Mole_Man
Giganto	Morbius
Giganto	Storm_(Marvel_Comics)
Giganto	U.S._Agent
Gladiator_(Kallark)	Captain_Universe
Gladiator_(Kallark)	Deathbird
Gladiator_(Kallark)	Nova_(Richard_Rider)
Gladiator_(Kallark)	Phoenix_Force
Gladiator_(Kallark)	Rom_the_Space_Knight
Gladiator_(Kallark)	Spider-Man
Gladiator_(Kallark)	Vulcan_(Marvel_Comics)
Gladiator_(Melvin_Potter)	Alexander_Bont
Gladiator_(Melvin_Potter)	Masked_Marauder
