# Week 2 crawl of live Wikipedia, 2026-09-08. Heroes = the frozen week-1 roster, villains = Category:Marvel Comics supervillains (no redirects, lists, teams or disambiguation pages).
# side: hero | villain | both. debut_year from the infobox, blank when not found.
node_id	name	side	debut_year	url
Jackhammer_(comics)	Jackhammer (comics)	villain	1975	https://en.wikipedia.org/wiki/Jackhammer_%28comics%29
Janice_Lincoln	Janice Lincoln	both	2010	https://en.wikipedia.org/wiki/Janice_Lincoln
Jason_Macendale	Jason Macendale	villain	1981	https://en.wikipedia.org/wiki/Jason_Macendale
Jean_Grey	Jean Grey	hero	1963	https://en.wikipedia.org/wiki/Jean_Grey
Jean_Grey_(X-Men_film_series)	Jean Grey (X-Men film series)	hero	2000	https://en.wikipedia.org/wiki/Jean_Grey_%28X-Men_film_series%29
Jeffrey_Mace	Jeffrey Mace	hero	1941	https://en.wikipedia.org/wiki/Jeffrey_Mace
Jericho_Drumm	Jericho Drumm	hero	1973	https://en.wikipedia.org/wiki/Jericho_Drumm
Jerry_Jaxon	Jerry Jaxon	villain	1983	https://en.wikipedia.org/wiki/Jerry_Jaxon
Jessica_Jones	Jessica Jones	hero	1963	https://en.wikipedia.org/wiki/Jessica_Jones
Jester_(Marvel_Comics)	Jester (Marvel Comics)	villain	1989	https://en.wikipedia.org/wiki/Jester_%28Marvel_Comics%29
John_Jameson_(character)	John Jameson (character)	hero	1963	https://en.wikipedia.org/wiki/John_Jameson_%28character%29
John_Ryker	John Ryker	villain	2000	https://en.wikipedia.org/wiki/John_Ryker
Jonas_Harrow	Jonas Harrow	villain	1972	https://en.wikipedia.org/wiki/Jonas_Harrow
Jubilee_(character)	Jubilee (character)	hero	1989	https://en.wikipedia.org/wiki/Jubilee_%28character%29
Junior_Juniper	Junior Juniper	hero	1963	https://en.wikipedia.org/wiki/Junior_Juniper
Justice_(New_Universe)	Justice (New Universe)	hero	1986	https://en.wikipedia.org/wiki/Justice_%28New_Universe%29
Kaluu	Kaluu	villain	1966	https://en.wikipedia.org/wiki/Kaluu
Kangaroo_(character)	Kangaroo (character)	villain	1970	https://en.wikipedia.org/wiki/Kangaroo_%28character%29
Karla_Sofen	Karla Sofen	villain	1975	https://en.wikipedia.org/wiki/Karla_Sofen
Karnak_(character)	Karnak (character)	hero	1965	https://en.wikipedia.org/wiki/Karnak_%28character%29
Kearson_DeWitt	Kearson DeWitt	villain	1990	https://en.wikipedia.org/wiki/Kearson_DeWitt
Kid_Colt	Kid Colt	hero	1948	https://en.wikipedia.org/wiki/Kid_Colt
Killpower	Killpower	hero	1992	https://en.wikipedia.org/wiki/Killpower
Killraven	Killraven	hero	1970	https://en.wikipedia.org/wiki/Killraven
Kingpin_(Matt_Murdock)	Kingpin (Matt Murdock)	villain	2014	https://en.wikipedia.org/wiki/Kingpin_%28Matt_Murdock%29
Kismet_(Marvel_Comics)	Kismet (Marvel Comics)	hero	1977	https://en.wikipedia.org/wiki/Kismet_%28Marvel_Comics%29
Korath_the_Pursuer	Korath the Pursuer	villain	1992	https://en.wikipedia.org/wiki/Korath_the_Pursuer
Korvus	Korvus	hero	2006	https://en.wikipedia.org/wiki/Korvus
Krang_(Marvel_Comics)	Krang (Marvel Comics)	villain	1963	https://en.wikipedia.org/wiki/Krang_%28Marvel_Comics%29
Kristoff_Vernard	Kristoff Vernard	both	1982	https://en.wikipedia.org/wiki/Kristoff_Vernard
Kro_(character)	Kro (character)	villain	1940	https://en.wikipedia.org/wiki/Kro_%28character%29
Kulan_Gath	Kulan Gath	villain	1972	https://en.wikipedia.org/wiki/Kulan_Gath
Kurse_(comics)	Kurse (comics)	villain	1984	https://en.wikipedia.org/wiki/Kurse_%28comics%29
Lady_Gorgon	Lady Gorgon	villain	2008	https://en.wikipedia.org/wiki/Lady_Gorgon
Lash_(comics)	Lash (comics)	villain	2014	https://en.wikipedia.org/wiki/Lash_%28comics%29
Laufey_(character)	Laufey (character)	villain	1965	https://en.wikipedia.org/wiki/Laufey_%28character%29
Leader_(character)	Leader (character)	villain	1964	https://en.wikipedia.org/wiki/Leader_%28character%29
Leap-Frog_(comics)	Leap-Frog (comics)	villain	1967	https://en.wikipedia.org/wiki/Leap-Frog_%28comics%29
Leech_(character)	Leech (character)	hero	1984	https://en.wikipedia.org/wiki/Leech_%28character%29
Lei_Kung_(character)	Lei Kung (character)	hero	1974	https://en.wikipedia.org/wiki/Lei_Kung_%28character%29
Lemuel_Dorcas	Lemuel Dorcas	villain	1968	https://en.wikipedia.org/wiki/Lemuel_Dorcas
Leo_(comics)	Leo (comics)	villain	1970	https://en.wikipedia.org/wiki/Leo_%28comics%29
Libra_(Marvel_Comics)	Libra (Marvel Comics)	villain	1970	https://en.wikipedia.org/wiki/Libra_%28Marvel_Comics%29
Lightmaster	Lightmaster	villain	1977	https://en.wikipedia.org/wiki/Lightmaster
Living_Brain	Living Brain	villain	1964	https://en.wikipedia.org/wiki/Living_Brain
Living_Laser	Living Laser	villain	1966	https://en.wikipedia.org/wiki/Living_Laser
Living_Lightning	Living Lightning	hero	1990	https://en.wikipedia.org/wiki/Living_Lightning
Living_Monolith	Living Monolith	villain	1969	https://en.wikipedia.org/wiki/Living_Monolith
Lizard_(character)	Lizard (character)	villain	1963	https://en.wikipedia.org/wiki/Lizard_%28character%29
Lloyd_Bloch	Lloyd Bloch	villain	1974	https://en.wikipedia.org/wiki/Lloyd_Bloch
Llyra	Llyra	villain	1970	https://en.wikipedia.org/wiki/Llyra
Locksmith_(comics)	Locksmith (comics)	villain	1983	https://en.wikipedia.org/wiki/Locksmith_%28comics%29
Looter_(character)	Looter (character)	villain	1966	https://en.wikipedia.org/wiki/Looter_%28character%29
Luke_Cage	Luke Cage	hero	1972	https://en.wikipedia.org/wiki/Luke_Cage
Lunatik	Lunatik	villain	1977	https://en.wikipedia.org/wiki/Lunatik
Mac_Gargan	Mac Gargan	villain	1964	https://en.wikipedia.org/wiki/Mac_Gargan
Machine_Man	Machine Man	hero	1977	https://en.wikipedia.org/wiki/Machine_Man
Mad_Dog_(Marvel_Comics)	Mad Dog (Marvel Comics)	villain	1944	https://en.wikipedia.org/wiki/Mad_Dog_%28Marvel_Comics%29
Maestro_(character)	Maestro (character)	villain	1992	https://en.wikipedia.org/wiki/Maestro_%28character%29
Magician_(Marvel_Comics)	Magician (Marvel Comics)	both	1964	https://en.wikipedia.org/wiki/Magician_%28Marvel_Comics%29
Mahkizmo	Mahkizmo	villain	1974	https://en.wikipedia.org/wiki/Mahkizmo
Mahr_Vehl	Mahr Vehl	hero	2005	https://en.wikipedia.org/wiki/Mahr_Vehl
Maker_(character)	Maker (character)	villain	2004	https://en.wikipedia.org/wiki/Maker_%28character%29
Makkari_(character)	Makkari (character)	hero	1940	https://en.wikipedia.org/wiki/Makkari_%28character%29
Malcolm_Colcord	Malcolm Colcord	villain	2001	https://en.wikipedia.org/wiki/Malcolm_Colcord
Man-Elephant	Man-Elephant	villain	1983	https://en.wikipedia.org/wiki/Man-Elephant
Man-Killer	Man-Killer	villain	1968	https://en.wikipedia.org/wiki/Man-Killer
Man-Thing	Man-Thing	hero	1971	https://en.wikipedia.org/wiki/Man-Thing
Man_Mountain_Marko	Man Mountain Marko	villain	1969	https://en.wikipedia.org/wiki/Man_Mountain_Marko
Mania_(character)	Mania (character)	both	2003	https://en.wikipedia.org/wiki/Mania_%28character%29
Marduk_Kurios	Marduk Kurios	villain	1974	https://en.wikipedia.org/wiki/Marduk_Kurios
Mark_Hazzard:_Merc	Mark Hazzard: Merc	hero		https://en.wikipedia.org/wiki/Mark_Hazzard%3A_Merc
Marvel_Boy_(Robert_Grayson)	Marvel Boy (Robert Grayson)	hero	1950	https://en.wikipedia.org/wiki/Marvel_Boy_%28Robert_Grayson%29
Masked_Marauder	Masked Marauder	villain	1966	https://en.wikipedia.org/wiki/Masked_Marauder
Massacre_(Marvel_Comics)	Massacre (Marvel Comics)	villain	2011	https://en.wikipedia.org/wiki/Massacre_%28Marvel_Comics%29
Master_Khan	Master Khan	villain	1960	https://en.wikipedia.org/wiki/Master_Khan
Master_Man_(Marvel_Comics)	Master Man (Marvel Comics)	villain	1975	https://en.wikipedia.org/wiki/Master_Man_%28Marvel_Comics%29
Master_Menace	Master Menace	villain	1979	https://en.wikipedia.org/wiki/Master_Menace
Master_Mold	Master Mold	villain	1965	https://en.wikipedia.org/wiki/Master_Mold
Master_Pandemonium	Master Pandemonium	villain	1986	https://en.wikipedia.org/wiki/Master_Pandemonium
Master_of_the_World_(character)	Master of the World (character)	villain	1983	https://en.wikipedia.org/wiki/Master_of_the_World_%28character%29
Mauler_(comics)	Mauler (comics)	villain	1980	https://en.wikipedia.org/wiki/Mauler_%28comics%29
Maur-Konn	Maur-Konn	villain	1979	https://en.wikipedia.org/wiki/Maur-Konn
Mayday_Parker	Mayday Parker	hero	1998	https://en.wikipedia.org/wiki/Mayday_Parker
Megatak	Megatak	villain	1983	https://en.wikipedia.org/wiki/Megatak
Mentallo	Mentallo	villain	1966	https://en.wikipedia.org/wiki/Mentallo
Metal_Master_(comics)	Metal Master (comics)	villain	1963	https://en.wikipedia.org/wiki/Metal_Master_%28comics%29
Michael_Pointer_(character)	Michael Pointer (character)	villain	2006	https://en.wikipedia.org/wiki/Michael_Pointer_%28character%29
Midgard_Serpent_(Marvel_Comics)	Midgard Serpent (Marvel Comics)	villain	1949	https://en.wikipedia.org/wiki/Midgard_Serpent_%28Marvel_Comics%29
Midnight_Man_(comics)	Midnight Man (comics)	villain	1981	https://en.wikipedia.org/wiki/Midnight_Man_%28comics%29
Mikhail_Rasputin	Mikhail Rasputin	villain	1992	https://en.wikipedia.org/wiki/Mikhail_Rasputin
Mind-Wave	Mind-Wave	villain	1976	https://en.wikipedia.org/wiki/Mind-Wave
Miracleman_(character)	Miracleman (character)	hero		https://en.wikipedia.org/wiki/Miracleman_%28character%29
Mirage_(Marvel_Comics)	Mirage (Marvel Comics)	villain	1976	https://en.wikipedia.org/wiki/Mirage_%28Marvel_Comics%29
Missing_Link_(comics)	Missing Link (comics)	villain	1968	https://en.wikipedia.org/wiki/Missing_Link_%28comics%29
Mister_Fear	Mister Fear	villain	1965	https://en.wikipedia.org/wiki/Mister_Fear
Mister_Hyde_(Marvel_Comics)	Mister Hyde (Marvel Comics)	villain	1963	https://en.wikipedia.org/wiki/Mister_Hyde_%28Marvel_Comics%29
Mister_Negative	Mister Negative	villain	2007	https://en.wikipedia.org/wiki/Mister_Negative
Mister_Sinister	Mister Sinister	villain	1986	https://en.wikipedia.org/wiki/Mister_Sinister
Mister_X_(Marvel_Comics)	Mister X (Marvel Comics)	villain	2001	https://en.wikipedia.org/wiki/Mister_X_%28Marvel_Comics%29
Misty_Knight	Misty Knight	hero	1975	https://en.wikipedia.org/wiki/Misty_Knight
Mockingbird_(Marvel_Comics)	Mockingbird (Marvel Comics)	hero	1971	https://en.wikipedia.org/wiki/Mockingbird_%28Marvel_Comics%29
Modular_Man	Modular Man	villain	1977	https://en.wikipedia.org/wiki/Modular_Man
Mojo_(comics)	Mojo (comics)	villain	1985	https://en.wikipedia.org/wiki/Mojo_%28comics%29
Mole_Man	Mole Man	villain	1961	https://en.wikipedia.org/wiki/Mole_Man
Molecule_Man	Molecule Man	villain	1963	https://en.wikipedia.org/wiki/Molecule_Man
Monsteroso	Monsteroso	villain	1961	https://en.wikipedia.org/wiki/Monsteroso
Montana_(character)	Montana (character)	villain	1964	https://en.wikipedia.org/wiki/Montana_%28character%29
Moon_Knight	Moon Knight	hero	1975	https://en.wikipedia.org/wiki/Moon_Knight
Moondragon	Moondragon	hero	1973	https://en.wikipedia.org/wiki/Moondragon
Moonglow_(comics)	Moonglow (comics)	hero	1986	https://en.wikipedia.org/wiki/Moonglow_%28comics%29
Morbius	Morbius	both	1971	https://en.wikipedia.org/wiki/Morbius
Morg	Morg	villain	1992	https://en.wikipedia.org/wiki/Morg
Morpheus_(Marvel_Comics)	Morpheus (Marvel Comics)	villain	1981	https://en.wikipedia.org/wiki/Morpheus_%28Marvel_Comics%29
Motormouth_(comics)	Motormouth (comics)	hero	1992	https://en.wikipedia.org/wiki/Motormouth_%28comics%29
Mountjoy_(comics)	Mountjoy (comics)	villain	1994	https://en.wikipedia.org/wiki/Mountjoy_%28comics%29
Mr._Fish	Mr. Fish	villain	1975	https://en.wikipedia.org/wiki/Mr._Fish
Ms._Marvel	Ms. Marvel	hero		https://en.wikipedia.org/wiki/Ms._Marvel
Mysterio	Mysterio	villain	1964	https://en.wikipedia.org/wiki/Mysterio
NFL_SuperPro	NFL SuperPro	hero		https://en.wikipedia.org/wiki/NFL_SuperPro
Naga_(Marvel_Comics)	Naga (Marvel Comics)	villain	1969	https://en.wikipedia.org/wiki/Naga_%28Marvel_Comics%29
Nanny_and_Orphan-Maker	Nanny and Orphan-Maker	villain	1988	https://en.wikipedia.org/wiki/Nanny_and_Orphan-Maker
Nathaniel_Richards_(Marvel_Comics)	Nathaniel Richards (Marvel Comics)	villain	1984	https://en.wikipedia.org/wiki/Nathaniel_Richards_%28Marvel_Comics%29
Nebulon_(comics)	Nebulon (comics)	villain	1974	https://en.wikipedia.org/wiki/Nebulon_%28comics%29
Nicholas_Scratch	Nicholas Scratch	villain	1977	https://en.wikipedia.org/wiki/Nicholas_Scratch
Nicodemus_West	Nicodemus West	villain	2006	https://en.wikipedia.org/wiki/Nicodemus_West
Nightmask	Nightmask	hero	1986	https://en.wikipedia.org/wiki/Nightmask
Nightwatch_(character)	Nightwatch (character)	both	1993	https://en.wikipedia.org/wiki/Nightwatch_%28character%29
Noh-Varr	Noh-Varr	both	2000	https://en.wikipedia.org/wiki/Noh-Varr
Nomad_(Marvel_Comics)	Nomad (Marvel Comics)	both	1974	https://en.wikipedia.org/wiki/Nomad_%28Marvel_Comics%29
Norman_Osborn	Norman Osborn	villain	1964	https://en.wikipedia.org/wiki/Norman_Osborn
Northstar_(character)	Northstar (character)	both	1979	https://en.wikipedia.org/wiki/Northstar_%28character%29
Nova_(Richard_Rider)	Nova (Richard Rider)	hero	1976	https://en.wikipedia.org/wiki/Nova_%28Richard_Rider%29
Nth_Man	Nth Man	villain	1976	https://en.wikipedia.org/wiki/Nth_Man
Nuke_(Marvel_Comics)	Nuke (Marvel Comics)	villain	1986	https://en.wikipedia.org/wiki/Nuke_%28Marvel_Comics%29
Obnoxio_the_Clown	Obnoxio the Clown	villain	1980	https://en.wikipedia.org/wiki/Obnoxio_the_Clown
Occulus	Occulus	villain	1992	https://en.wikipedia.org/wiki/Occulus
Ogre_(Marvel_Comics)	Ogre (Marvel Comics)	both	1967	https://en.wikipedia.org/wiki/Ogre_%28Marvel_Comics%29
Ogun_(comics)	Ogun (comics)	villain	1984	https://en.wikipedia.org/wiki/Ogun_%28comics%29
Olivier_(comics)	Olivier (comics)	villain	1976	https://en.wikipedia.org/wiki/Olivier_%28comics%29
Orb_(comics)	Orb (comics)	villain	1973	https://en.wikipedia.org/wiki/Orb_%28comics%29
Orka_(character)	Orka (character)	villain	1970	https://en.wikipedia.org/wiki/Orka_%28character%29
Outlaw_(Marvel_Comics)	Outlaw (Marvel Comics)	hero	1992	https://en.wikipedia.org/wiki/Outlaw_%28Marvel_Comics%29
Overdrive_(character)	Overdrive (character)	villain	2007	https://en.wikipedia.org/wiki/Overdrive_%28character%29
Overmind_(comics)	Overmind (comics)	villain	1971	https://en.wikipedia.org/wiki/Overmind_%28comics%29
Oya_(comics)	Oya (comics)	hero	2010	https://en.wikipedia.org/wiki/Oya_%28comics%29
Painter_(comics)	Painter (comics)	villain	1963	https://en.wikipedia.org/wiki/Painter_%28comics%29
Paladin_(comics)	Paladin (comics)	hero	1978	https://en.wikipedia.org/wiki/Paladin_%28comics%29
Patsy_Walker	Patsy Walker	hero	1944	https://en.wikipedia.org/wiki/Patsy_Walker
Peggy_Carter	Peggy Carter	hero	1966	https://en.wikipedia.org/wiki/Peggy_Carter
Phil_Urich	Phil Urich	both	1995	https://en.wikipedia.org/wiki/Phil_Urich
Phoenix_Force	Phoenix Force	both	1976	https://en.wikipedia.org/wiki/Phoenix_Force
Phyla-Vell	Phyla-Vell	hero	2003	https://en.wikipedia.org/wiki/Phyla-Vell
Piledriver_(character)	Piledriver (character)	villain	1974	https://en.wikipedia.org/wiki/Piledriver_%28character%29
Pisces_(character)	Pisces (character)	villain	1970	https://en.wikipedia.org/wiki/Pisces_%28character%29
Plunderer_(comics)	Plunderer (comics)	villain	1966	https://en.wikipedia.org/wiki/Plunderer_%28comics%29
Porcupine_(character)	Porcupine (character)	villain	1963	https://en.wikipedia.org/wiki/Porcupine_%28character%29
Power_Broker_(character)	Power Broker (character)	villain	1978	https://en.wikipedia.org/wiki/Power_Broker_%28character%29
Power_Man_(Victor_Alvarez)	Power Man (Victor Alvarez)	hero	2010	https://en.wikipedia.org/wiki/Power_Man_%28Victor_Alvarez%29
Powerhouse_(Marvel_Comics)	Powerhouse (Marvel Comics)	both	1976	https://en.wikipedia.org/wiki/Powerhouse_%28Marvel_Comics%29
Predator_X_(character)	Predator X (character)	villain	2004	https://en.wikipedia.org/wiki/Predator_X_%28character%29
Primus_(Marvel_Comics)	Primus (Marvel Comics)	villain	1977	https://en.wikipedia.org/wiki/Primus_%28Marvel_Comics%29
Princess_Python	Princess Python	villain	1965	https://en.wikipedia.org/wiki/Princess_Python
Professor_Power	Professor Power	villain	1982	https://en.wikipedia.org/wiki/Professor_Power
Profile_(Marvel_Comics)	Profile (Marvel Comics)	villain	2006	https://en.wikipedia.org/wiki/Profile_%28Marvel_Comics%29
Prowler_(Marvel_Comics)	Prowler (Marvel Comics)	villain	1969	https://en.wikipedia.org/wiki/Prowler_%28Marvel_Comics%29
Psycho-Man	Psycho-Man	villain	1967	https://en.wikipedia.org/wiki/Psycho-Man
Psyklop	Psyklop	villain	1971	https://en.wikipedia.org/wiki/Psyklop
Puck_(Marvel_Comics)	Puck (Marvel Comics)	hero	1983	https://en.wikipedia.org/wiki/Puck_%28Marvel_Comics%29
Puppet_Master_(Marvel_Comics)	Puppet Master (Marvel Comics)	villain	1962	https://en.wikipedia.org/wiki/Puppet_Master_%28Marvel_Comics%29
Purple_Man	Purple Man	villain	1964	https://en.wikipedia.org/wiki/Purple_Man
Pyro_(Marvel_Comics)	Pyro (Marvel Comics)	villain	1981	https://en.wikipedia.org/wiki/Pyro_%28Marvel_Comics%29
Quasar_(character)	Quasar (character)	hero	1979	https://en.wikipedia.org/wiki/Quasar_%28character%29
Quicksilver_(Marvel_Comics)	Quicksilver (Marvel Comics)	both	1964	https://en.wikipedia.org/wiki/Quicksilver_%28Marvel_Comics%29
Rachel_Summers	Rachel Summers	hero	1981	https://en.wikipedia.org/wiki/Rachel_Summers
Radian_(Morituri)	Radian (Morituri)	hero	1986	https://en.wikipedia.org/wiki/Radian_%28Morituri%29
Radioactive_Man_(comics)	Radioactive Man (comics)	both	1963	https://en.wikipedia.org/wiki/Radioactive_Man_%28comics%29
Ragnarok_(comics)	Ragnarok (comics)	villain	2006	https://en.wikipedia.org/wiki/Ragnarok_%28comics%29
Rampage_(Marvel_Comics)	Rampage (Marvel Comics)	villain	1975	https://en.wikipedia.org/wiki/Rampage_%28Marvel_Comics%29
Rapido_(comics)	Rapido (comics)	villain	1992	https://en.wikipedia.org/wiki/Rapido_%28comics%29
Ravage_2099	Ravage 2099	hero	1992	https://en.wikipedia.org/wiki/Ravage_2099
Raza_Longknife	Raza Longknife	hero	1977	https://en.wikipedia.org/wiki/Raza_Longknife
Red_Guardian	Red Guardian	hero	1967	https://en.wikipedia.org/wiki/Red_Guardian
Red_Hulk	Red Hulk	villain		https://en.wikipedia.org/wiki/Red_Hulk
Red_Raven_(Marvel_Comics)	Red Raven (Marvel Comics)	both	1940	https://en.wikipedia.org/wiki/Red_Raven_%28Marvel_Comics%29
Red_Wolf_(comics)	Red Wolf (comics)	hero	1970	https://en.wikipedia.org/wiki/Red_Wolf_%28comics%29
Redneck_(comics)	Redneck (comics)	both	2001	https://en.wikipedia.org/wiki/Redneck_%28comics%29
Redstone_(comics)	Redstone (comics)	villain	1986	https://en.wikipedia.org/wiki/Redstone_%28comics%29
Rev_(comics)	Rev (comics)	villain	1987	https://en.wikipedia.org/wiki/Rev_%28comics%29
Ricochet_(comics)	Ricochet (comics)	hero	1998	https://en.wikipedia.org/wiki/Ricochet_%28comics%29
Rikki_Barnes	Rikki Barnes	hero	1996	https://en.wikipedia.org/wiki/Rikki_Barnes
Ringmaster_(comics)	Ringmaster (comics)	villain	1962	https://en.wikipedia.org/wiki/Ringmaster_%28comics%29
Robbie_Baldwin	Robbie Baldwin	hero	1988	https://en.wikipedia.org/wiki/Robbie_Baldwin
Rocket_Raccoon	Rocket Raccoon	hero	1976	https://en.wikipedia.org/wiki/Rocket_Raccoon
Rockman_(character)	Rockman (character)	hero	1941	https://en.wikipedia.org/wiki/Rockman_%28character%29
Rockslide_(character)	Rockslide (character)	hero	2003	https://en.wikipedia.org/wiki/Rockslide_%28character%29
Rom_the_Space_Knight	Rom the Space Knight	hero	1979	https://en.wikipedia.org/wiki/Rom_the_Space_Knight
Romulus_(comics)	Romulus (comics)	villain	2007	https://en.wikipedia.org/wiki/Romulus_%28comics%29
Ronan_the_Accuser	Ronan the Accuser	villain	1967	https://en.wikipedia.org/wiki/Ronan_the_Accuser
Ronin_(Marvel_Comics)	Ronin (Marvel Comics)	hero		https://en.wikipedia.org/wiki/Ronin_%28Marvel_Comics%29
Rose_(Marvel_Comics)	Rose (Marvel Comics)	villain	1984	https://en.wikipedia.org/wiki/Rose_%28Marvel_Comics%29
Ruby_Summers	Ruby Summers	hero	2008	https://en.wikipedia.org/wiki/Ruby_Summers
Russian_(comics)	Russian (comics)	villain	2000	https://en.wikipedia.org/wiki/Russian_%28comics%29
Rusty_Collins	Rusty Collins	both	1986	https://en.wikipedia.org/wiki/Rusty_Collins
Sabra_(character)	Sabra (character)	hero	1980	https://en.wikipedia.org/wiki/Sabra_%28character%29
Sabretooth_(character)	Sabretooth (character)	villain	1977	https://en.wikipedia.org/wiki/Sabretooth_%28character%29
Sagittarius_(comics)	Sagittarius (comics)	villain	1970	https://en.wikipedia.org/wiki/Sagittarius_%28comics%29
Samuel_Silke	Samuel Silke	villain	2001	https://en.wikipedia.org/wiki/Samuel_Silke
Sapphire_Styx	Sapphire Styx	villain	1988	https://en.wikipedia.org/wiki/Sapphire_Styx
Sarnak_(comics)	Sarnak (comics)	villain	1973	https://en.wikipedia.org/wiki/Sarnak_%28comics%29
Satana_(Marvel_Comics)	Satana (Marvel Comics)	both	1973	https://en.wikipedia.org/wiki/Satana_%28Marvel_Comics%29
Scarecrow_(Marvel_Comics)	Scarecrow (Marvel Comics)	villain	1964	https://en.wikipedia.org/wiki/Scarecrow_%28Marvel_Comics%29
Scaredycat	Scaredycat	hero	1987	https://en.wikipedia.org/wiki/Scaredycat
Scarlet_Scarab	Scarlet Scarab	both	1977	https://en.wikipedia.org/wiki/Scarlet_Scarab
Scarlet_Spider	Scarlet Spider	both		https://en.wikipedia.org/wiki/Scarlet_Spider
Scarlet_Witch	Scarlet Witch	hero	1964	https://en.wikipedia.org/wiki/Scarlet_Witch
Scatterbrain_(Morituri)	Scatterbrain (Morituri)	hero	1987	https://en.wikipedia.org/wiki/Scatterbrain_%28Morituri%29
Scientist_Supreme	Scientist Supreme	villain	1971	https://en.wikipedia.org/wiki/Scientist_Supreme
Scorpio_(Marvel_Comics)	Scorpio (Marvel Comics)	both	1967	https://en.wikipedia.org/wiki/Scorpio_%28Marvel_Comics%29
Screwball_(character)	Screwball (character)	villain	2008	https://en.wikipedia.org/wiki/Screwball_%28character%29
Sean_and_Chris	Sean and Chris	hero	2010	https://en.wikipedia.org/wiki/Sean_and_Chris
Selene_(comics)	Selene (comics)	villain	1983	https://en.wikipedia.org/wiki/Selene_%28comics%29
Sentry_(Curtis_Elkins)	Sentry (Curtis Elkins)	villain	1993	https://en.wikipedia.org/wiki/Sentry_%28Curtis_Elkins%29
Sentry_(Robert_Reynolds)	Sentry (Robert Reynolds)	both	2000	https://en.wikipedia.org/wiki/Sentry_%28Robert_Reynolds%29
Shadow_Knight_(character)	Shadow Knight (character)	villain	1979	https://en.wikipedia.org/wiki/Shadow_Knight_%28character%29
Shamrock_(comics)	Shamrock (comics)	hero	1982	https://en.wikipedia.org/wiki/Shamrock_%28comics%29
Shang-Chi	Shang-Chi	hero	1973	https://en.wikipedia.org/wiki/Shang-Chi
Shatterstar	Shatterstar	hero	1991	https://en.wikipedia.org/wiki/Shatterstar
She-Hulk	She-Hulk	hero	1979	https://en.wikipedia.org/wiki/She-Hulk
She-Hulk_(Lyra)	She-Hulk (Lyra)	hero	2008	https://en.wikipedia.org/wiki/She-Hulk_%28Lyra%29
Shear_(character)	Shear (character)	hero	1987	https://en.wikipedia.org/wiki/Shear_%28character%29
Shepard_(comics)	Shepard (comics)	villain	2003	https://en.wikipedia.org/wiki/Shepard_%28comics%29
Shockwave_(comics)	Shockwave (comics)	villain	1976	https://en.wikipedia.org/wiki/Shockwave_%28comics%29
Shriek_(character)	Shriek (character)	villain	1993	https://en.wikipedia.org/wiki/Shriek_%28character%29
Shuri_(character)	Shuri (character)	hero	2005	https://en.wikipedia.org/wiki/Shuri_%28character%29
Sidewinder_(character)	Sidewinder (character)	villain	1980	https://en.wikipedia.org/wiki/Sidewinder_%28character%29
Silencer_(comics)	Silencer (comics)	hero	1987	https://en.wikipedia.org/wiki/Silencer_%28comics%29
Silhouette_(comics)	Silhouette (comics)	hero	1990	https://en.wikipedia.org/wiki/Silhouette_%28comics%29
Silk_(character)	Silk (character)	hero	2014	https://en.wikipedia.org/wiki/Silk_%28character%29
Silvermane	Silvermane	villain	1969	https://en.wikipedia.org/wiki/Silvermane
Sin_(Marvel_Comics)	Sin (Marvel Comics)	villain	1984	https://en.wikipedia.org/wiki/Sin_%28Marvel_Comics%29
Skull_the_Slayer	Skull the Slayer	hero	1975	https://en.wikipedia.org/wiki/Skull_the_Slayer
Slaymaster	Slaymaster	villain	1977	https://en.wikipedia.org/wiki/Slaymaster
Sleeper_(Marvel_Comics)	Sleeper (Marvel Comics)	villain	1965	https://en.wikipedia.org/wiki/Sleeper_%28Marvel_Comics%29
Snapdragon_(Morituri)	Snapdragon (Morituri)	hero	1986	https://en.wikipedia.org/wiki/Snapdragon_%28Morituri%29
Solarman	Solarman	hero	1979	https://en.wikipedia.org/wiki/Solarman
Solo_(Marvel_Comics)	Solo (Marvel Comics)	hero	1986	https://en.wikipedia.org/wiki/Solo_%28Marvel_Comics%29
Solomon_Kane_(comics)	Solomon Kane (comics)	hero		https://en.wikipedia.org/wiki/Solomon_Kane_%28comics%29
Speed_(character)	Speed (character)	hero	1986	https://en.wikipedia.org/wiki/Speed_%28character%29
Sphinx_(Marvel_Comics)	Sphinx (Marvel Comics)	villain	1977	https://en.wikipedia.org/wiki/Sphinx_%28Marvel_Comics%29
Spider-Bitch_(Ashley_Barton)	Spider-Bitch (Ashley Barton)	both	2008	https://en.wikipedia.org/wiki/Spider-Bitch_%28Ashley_Barton%29
Spider-Girl	Spider-Girl	both	1977	https://en.wikipedia.org/wiki/Spider-Girl
Spider-Man	Spider-Man	hero	1962	https://en.wikipedia.org/wiki/Spider-Man
Spider-Man_(Marvel_Mangaverse)	Spider-Man (Marvel Mangaverse)	hero	2002	https://en.wikipedia.org/wiki/Spider-Man_%28Marvel_Mangaverse%29
Spider-Man_Noir	Spider-Man Noir	hero	2009	https://en.wikipedia.org/wiki/Spider-Man_Noir
Spider-UK	Spider-UK	hero	2014	https://en.wikipedia.org/wiki/Spider-UK
Spider-Woman	Spider-Woman	both	1977	https://en.wikipedia.org/wiki/Spider-Woman
